id,name,description,region,city,distance,images,tags,location,created_at,category
106667fc-ad59-4c8f-9c5f-52b2f5ae9284,Harar Jugol (Historic Walled City),"A UNESCO World Heritage fortified historic Islamic town with 82 mosques, narrow alleyways, vibrant markets, and the famous Hyena Feeding tradition.",Harari,Harar,520,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Streets_of_Harar.jpg/1024px-Streets_of_Harar.jpg""]","[""UNESCO"",""Walled City"",""Hyena Man"",""Islamic Heritage""]","{""lat"":9.31,""lng"":42.13}",2026-07-27 21:19:12.232213+00,cultural
1083c39b-85cc-457d-9a68-518fe138f7be,Addis Ababa Italian Occupation Fortifications,Concrete military bunkers built on Mount Entoto during the 1936-1941 occupation.,,,,[],"[""entoto"",""fortifications"",""italian-occupation""]",,2026-07-27 22:07:25.776912+00,dark
10995a8c-f549-4261-9251-3c7e872b92b8,Argobba Heritage Villages,Stone-built historic villages tucked along eastern escarpment slopes.,,,,[],"[""argobba"",""heritage-villages"",""slopes""]",,2026-07-27 22:07:25.776912+00,rural
10a673a7-4637-4406-b3ce-1ba3b0959686,Lake Babogaya Kayak & Boat Launches,Quiet crater lake launch points for kayaking and pontoon boating.,Oromia,Bishoftu,,[],"[""babogaya"",""kayak"",""boat-launch""]","{""lat"":8.7873711,""lng"":38.9931534}",2026-07-27 22:07:25.776912+00,cruise
10aad439-21ab-49ae-bad6-cd8d0e02d12f,Teppi Coffee & Spice Plantation Estate,"Massive plantation growing coffee, vanilla, cardamom, and black pepper.",South West Ethiopia Peoples,,,[],"[""teppi"",""spice-plantation"",""coffee""]","{""lat"":7.4231767,""lng"":35.4344487}",2026-07-27 22:07:25.776912+00,agritourism
10c92854-678b-4c37-9275-8d10f798aa6d,Entoto Planetarium Complex,Digital planetarium facility offering educational space science shows.,,,,[],"[""planetarium"",""entoto"",""space-education""]",,2026-07-27 22:07:25.776912+00,space
10cae156-391a-4c15-9fa6-2d9adfd70352,Gidole Terraces & Rural Hamlets,Highland rural villages featuring intensive hillside terracing.,South Ethiopia Regional State,Gidole,,[],"[""gidole"",""terraces"",""gamo""]","{""lat"":5.6505459,""lng"":37.3660534}",2026-07-27 22:07:25.776912+00,rural
113b58ce-45b5-4569-89d4-f5f7ca88df14,Kadisco General Hospital,Private general care medical facility in Addis Ababa.,Addis Ababa,Bole,,[],"[""hospital"",""kadisco"",""addis""]","{""lat"":8.9954956,""lng"":38.8143721}",2026-07-27 22:07:25.776912+00,medical
1199349e-9884-4cf4-9829-6629cbdc454a,Nechisar National Park Anti-Poaching Base,Conservation support base focusing on wildlife protection and habitat care.,South Ethiopia Regional State,Arba Minch,,[],"[""nechisar"",""anti-poaching"",""park-volunteer""]","{""lat"":6.02604,""lng"":37.56775}",2026-07-27 22:07:25.776912+00,voluntourism
11d5d687-cf9d-4d2e-80fa-c16dc4bc2d07,Sabana Beach Resort Main Level Pavilions,Step-free main resort lodge and cliffside dining pavilion.,Oromia,Arsi Negelle,,[],"[""sabana-resort"",""main-level"",""langano""]","{""lat"":7.5919956,""lng"":38.6913141}",2026-07-27 22:07:25.776912+00,accessible
123cfd93-3039-4f07-a333-891d1dae1ff3,Adama Central Commercial Market,Major agricultural and retail market center in Adama.,Oromia,Adama,,[],"[""adama"",""commercial-market"",""oromia""]","{""lat"":8.5410261,""lng"":39.2705461}",2026-07-27 22:07:25.776912+00,shopping
128ea5e5-e0c7-4b55-ab19-15fcaa579189,Masha Rainforest Honey Villages,Forest villages producing certified organic forest honey.,South West Ethiopia Peoples,Masha,,[],"[""masha"",""sheka"",""honey-villages""]","{""lat"":7.747454,""lng"":35.475953}",2026-07-27 22:07:25.776912+00,rural
128fc595-bc5c-412c-9acb-c322347df6f3,Gorgora Eco-Resort Marina Complex,Newly constructed marina complex on Lake Tana.,Amhara,Gorgora,,[],"[""gorgora"",""marina"",""lake-tana""]","{""lat"":12.2382669,""lng"":37.2971393}",2026-07-27 22:07:25.776912+00,cruise
12d7c2e5-6f22-407c-b6f5-f9d62a3f7e4f,Hyatt Regency Oasis Spa,Modern luxury spa offering holistic body treatments.,Addis Ababa,Kirkos,,[],"[""hyatt-regency"",""oasis-spa"",""addis""]","{""lat"":9.0100868,""lng"":38.7640678}",2026-07-27 22:07:25.776912+00,wellness
131993b4-a8b5-41cb-a8d1-5e2610dfd540,Bishoftu Lake Kilole Water Outpost,Quiet crater lake water outpost.,,,,[],"[""kilole"",""water-outpost"",""bishoftu""]",,2026-07-27 22:07:25.776912+00,cruise
133d233e-e6d0-4a8e-803a-7a7b8b5bde07,Metu Town Center,Highland agricultural town center in Illubabor.,,,,[],"[""metu"",""town-center"",""illubabor""]",,2026-07-27 22:07:25.776912+00,urban
13e068c7-3d20-4a4e-b74b-3b403ab237a2,Abuna Yemata Guh Rock Climb,Iconic rock-climb ascent to a cliffside monolithic church in Gheralta.,,,,[],"[""climbing"",""rock-church"",""tigray""]",,2026-07-27 22:07:25.776912+00,adventure
142fb748-0f18-4bf9-841b-11aa0b15611d,Gondar City Center Public Walkway,Piazza area public walkway surrounding Italian colonial architecture.,Amhara,Gonder,,[],"[""gondar"",""public-walkway"",""piazza""]","{""lat"":12.610368,""lng"":37.466766}",2026-07-27 22:07:25.776912+00,budget
146f6075-c877-4699-affe-e3d724587aa7,Dorze Eco-Lodge & Cultural Highlands,Community eco-lodge perched over the Rift Valley escarpment.,South Ethiopia Regional State,Dorze,,[],"[""dorze"",""eco-lodge"",""chencha""]","{""lat"":6.1948568,""lng"":37.5743447}",2026-07-27 22:07:25.776912+00,ecotourism
148034e4-7fe4-4dad-8d25-5be713fff5fe,Yabello Borena Cattle Breeding Research Center,Research station focused on heat-tolerant indigenous cattle breeds.,Oromia,Yabēlo,,[],"[""yabello"",""borena-cattle"",""livestock-research""]","{""lat"":4.8888074,""lng"":38.109828}",2026-07-27 22:07:25.776912+00,educational
14cd6748-c252-4f1d-af1b-7145c3d63012,Lalibela Church Street Craft & Cross Vendors,Specialized vendors selling hand-carved stone and brass processional crosses.,Amhara,Lalibela,,[],"[""lalibela"",""hand-crosses"",""religious-art""]","{""lat"":12.0360639,""lng"":39.0456845}",2026-07-27 22:07:25.776912+00,shopping
14dcdb3b-f234-4f0e-9ddb-270c10ebcc13,Assab Road Historical Conflict Sites,Historical military defense sites along the border highway.,,,,[],"[""assab-road"",""conflict-sites"",""afar""]",,2026-07-27 22:07:25.776912+00,dark
14f1955f-8954-4783-bac3-6c65d261f23b,Al-Nejashi Shrine,Site of the first refuge for early Muslims sent by Prophet Muhammad to Abyssinia.,Tigray,Felegsha,,[],"[""al-nejashi"",""first-hijra"",""islamic-history""]","{""lat"":13.8755536,""lng"":39.5987026}",2026-07-27 22:07:25.776912+00,ancestry
14fcb4c1-abbd-41c3-b00f-cf1decb0777c,Lake Ziway Gelila Island Boat Trail,Boat trail navigating from Ziway town to Gelila Island.,Oromia,East Shewa,,[],"[""ziway"",""gelila-island"",""boat-trail""]","{""lat"":7.9265107,""lng"":38.7552253}",2026-07-27 22:07:25.776912+00,cruise
151689f0-1345-4c94-8b5e-4cf3b59dfae8,Chebera Churchura National Park (African Elephants),Dense forest refuge holding healthy populations of African elephants.,South West Ethiopia Peoples,,,[],"[""elephants"",""chebera-churchura"",""wildlife""]","{""lat"":6.9042595,""lng"":36.7301591}",2026-07-27 22:07:25.776912+00,wildlife
154e92cf-82ab-4022-9339-7a382efd7a69,Semera Afar Plain Astronomical Observation Sites,Flat desert plains providing clear night skies.,Afar,Semera,,[],"[""semera"",""afar-plain"",""astronomy""]","{""lat"":11.7923098,""lng"":41.0089155}",2026-07-27 22:07:25.776912+00,space
155560ee-ef59-4e8f-9b0a-da01cfb2db33,Gerbi Natural Hot Springs Retreat,Secluded hot springs used for natural wellness.,Oromia,,,[],"[""gerbi"",""hot-springs"",""oromia""]","{""lat"":8.93278,""lng"":41.80361}",2026-07-27 22:07:25.776912+00,wellness
15580d30-aaf4-41e6-8928-1b7ce0c5b9d7,Tomoca Coffee Original Shop,Historic 1953 coffee shop in Piazza serving iconic Italian-style Ethiopian espresso.,Addis Ababa,Kirkos,,[],"[""tomoca"",""original-coffee"",""espresso""]","{""lat"":9.0094467,""lng"":38.7533049}",2026-07-27 22:07:25.776912+00,culinary
15b19af3-fa80-42e8-a887-582c31528014,Gondar Saturday Market,"Sprawling municipal market selling traditional cloth, spices, and pottery.",Amhara,Gonder,,[],"[""gondar"",""saturday-market"",""crafts""]","{""lat"":12.610368,""lng"":37.466766}",2026-07-27 22:07:25.776912+00,shopping
15d4cc48-4db3-4cbb-91c9-c60fa8b4dc57,Lewi Resort & Wellness Spa,Lakeside resort offering wellness activities and steam baths.,,,,[],"[""lewi-resort"",""wellness-spa"",""hawassa""]",,2026-07-27 22:07:25.776912+00,wellness
15f2bcde-0809-406f-8919-09b8f795e41a,Menz Mama Midir Wool Farming Hamlets,Highland hamlets specialized in sheep breeding and wool spinning.,,,,[],"[""menz"",""wool-farming"",""hamlets""]",,2026-07-27 22:07:25.776912+00,rural
160260ef-113c-4092-b084-b9344923802e,Bole Medhanealem Modern Fusion & Bistro Belt,Modern culinary district mixing traditional Ethiopian and international bistros.,Addis Ababa,Bole,,[],"[""bole"",""fusion-bistro"",""dining""]","{""lat"":8.9822541,""lng"":38.8383871}",2026-07-27 22:07:25.776912+00,culinary
160cbdd9-963a-4959-8f22-f565a0621de3,Suba Forest Tree Planting Volunteers Hub,Reforestation hub organizing mass tree planting campaigns.,Oromia,Walmara,,[],"[""suba-forest"",""tree-planting"",""reforestation""]","{""lat"":8.96667,""lng"":38.53333}",2026-07-27 22:07:25.776912+00,voluntourism
1618e41c-dd41-468c-bc4d-eb68f0980534,Geralle National Park (Giraffes & Gazelles),"Southern border park conserving giraffes, gerenuks, and gazelles.",Somali,,,[],"[""geralle"",""giraffes"",""gazelles""]","{""lat"":4.5638106,""lng"":40.1494701}",2026-07-27 22:07:25.776912+00,wildlife
16716603-1c73-4a69-b4e5-aa9673c399fd,Wushwush Tea Estate & Factory,Extensive rolling green tea plantations offering estate tours and processing factory visits.,South West Ethiopia Peoples,Wushwush,,[],"[""wushwush"",""tea-estate"",""bonga""]","{""lat"":7.3004291,""lng"":36.1404862}",2026-07-27 22:07:25.776912+00,agritourism
16b17298-cf95-44da-b6a5-4c1bce95c425,Imperial Club Sports Facilities,Established club offering indoor and outdoor sports.,,,,[],"[""imperial-club"",""sports-facilities"",""addis""]",,2026-07-27 22:07:25.776912+00,sports
16c62e77-ebbe-46f9-ac95-2a3784f4b47b,Haile Resort Hawassa Private Boat Pier,Resort dock providing private boat cruises across Lake Hawassa.,Sidama,Hawassa,,[],"[""haile-resort"",""boat-pier"",""hawassa""]","{""lat"":7.0549266,""lng"":38.4674463}",2026-07-27 22:07:25.776912+00,cruise
171119ef-dd22-425f-93bc-654ef09a656a,Menz Guassa Silent Wilderness Camp,Remote highland camp offering complete isolation and dark-sky silence.,Amhara,,,[],"[""guassa"",""silent-wilderness"",""alpine-camp""]","{""lat"":10.3511111,""lng"":39.7959722}",2026-07-27 22:07:25.776912+00,wellness
17182a01-db5e-4920-b6bb-5927b96a2ccb,Silte Halawa & Traditional Confectionery Outlets,Sweet shops specialized in Silte Halawa sesame and sugar confections.,,,,[],"[""silte"",""halawa"",""worabe""]",,2026-07-27 22:07:25.776912+00,culinary
17520cea-bed8-4aa0-b020-30e597001408,Lake Kuriftu Waterpark Boating Marina,Recreational marina offering family boating activities.,,,,[],"[""waterpark"",""marina"",""kuriftu""]",,2026-07-27 22:07:25.776912+00,cruise
175f8db8-fab1-4154-8709-8b21e6b308e7,Lake Hayq & Stephens Monastery Sanctuary,Highland lake offering birdwatching and historical monastic visits.,Amhara,Hayq,,[],"[""hayq"",""stephens-monastery"",""lake""]","{""lat"":11.3131688,""lng"":39.676983}",2026-07-27 22:07:25.776912+00,ecotourism
1776863c-a67a-47a1-a39b-1ff5f28972a2,Yaya Africa Athletics Village,World-class high-altitude athletics training center founded by Haile Gebrselassie.,Oromia,Sululta,,[],"[""yaya-village"",""athletics"",""high-altitude""]","{""lat"":9.103813599999999,""lng"":38.7109595}",2026-07-27 22:07:25.776912+00,sports
1780d35c-2488-4b5e-b3ae-042a32f6c0b7,Filwoha Thermal Mineral Baths,Historic municipal hot spring baths in central Addis Ababa.,,,,[],"[""filwoha"",""thermal"",""addis""]",,2026-07-27 22:07:25.776912+00,medical
17cdd081-8692-4079-ad33-6a5c3db45ad7,Dil Chora Hospital,Primary referral hospital in Dire Dawa.,,,,[],"[""hospital"",""dil-chora"",""dire-dawa""]",,2026-07-27 22:07:25.776912+00,medical
1802b841-f5a4-49fe-9c32-efbd4b5e966e,Dirre Sheikh Hussein Sacred Site,Centuries-old Islamic spiritual center in the Bale zone.,Oromia,Sheik Hussein,,[],"[""sheikh-hussein"",""sufi-heritage"",""pilgrimage""]","{""lat"":7.7463399,""lng"":40.7036365}",2026-07-27 22:07:25.776912+00,ancestry
184162e1-10f4-47c4-8df2-43e9baef7374,Key Afer Market,"Colorful weekly crossroads market serving Benna, Ari, and Tsemai traders.",South Ethiopia Regional State,Keyafer,,[],"[""key-afer"",""market"",""south-omo""]","{""lat"":5.5224108,""lng"":36.735446}",2026-07-27 22:07:25.776912+00,shopping
1861714b-d99d-45db-9295-7a295c30b79f,Arbore Pastoralist Hamlets,Rural villages known for distinct beadwork and traditional homes.,South Ethiopia Regional State,Arbore,,[],"[""arbore"",""pastoralist"",""south-omo""]","{""lat"":4.9932363,""lng"":36.8500074}",2026-07-27 22:07:25.776912+00,rural
18d1a00d-e89d-4c2a-81e3-727d2f2c2196,Kafa Biosphere Waterfall & Wild Coffee Forests,"Pristine rainforest canopy, waterfalls, and wild coffee plants.",,,,[],"[""kafa-biosphere"",""waterfall"",""rainforest""]",,2026-07-27 22:07:25.776912+00,photography
18e7ff60-d9b4-4951-b88f-f1881b20abad,Yanet Specialized Hospital,Major private referral hospital in Hawassa.,Sidama,Hawassa,,[],"[""hospital"",""yanet"",""hawassa""]","{""lat"":7.0235129,""lng"":38.4684384}",2026-07-27 22:07:25.776912+00,medical
1911def4-e997-465b-a0a3-6d9d84380461,Dima River Canyon Adventure Trail,Canyon hiking trail along the Dima River in Gojjam.,,,,[],"[""canyon"",""gojjam"",""hiking""]",,2026-07-27 22:07:25.776912+00,adventure
1976295f-ecce-48f7-bbc3-cc4f1b53fef3,Ethiopian Postal Museum,"Downtown museum detailing the history of mail, stamps, and telecommunications.",Addis Ababa,Lideta,,[],"[""postal-museum"",""philately"",""telecom-history""]","{""lat"":9.0203258,""lng"":38.7530817}",2026-07-27 22:07:25.776912+00,educational
1a0fe466-2e4e-4af5-8db4-43be8bea6df0,Gheralta Escarpment Farm Settlements,Traditional sandstone farm homesteads beneath soaring rock monoliths.,Tigray,Halah Gheralta,,[],"[""gheralta"",""escarpment"",""farm-settlements""]","{""lat"":13.7478418,""lng"":39.2536119}",2026-07-27 22:07:25.776912+00,rural
1a1c5e1b-dafa-4c16-b381-623fbaa66752,Beynuna Village Community,Rural community settlement located in the eastern highlands.,,,,[],"[""beynuna"",""community"",""eastern-ethiopia""]",,2026-07-27 22:07:25.776912+00,rural
1a209072-6ad4-4054-a3d1-7a60411b1120,Saris & Kera Urban Districts,Mixed commercial and industrial urban districts in southern Addis Ababa.,Addis Ababa,Kirkos,,[],"[""saris"",""kera"",""industrial-zone""]","{""lat"":9.0098207,""lng"":38.7461551}",2026-07-27 22:07:25.776912+00,urban
1a38eefe-828e-469c-ae8b-5bbe525db738,Dimeka Tribal Souvenir & Crafts Market,Major market destination for purchasing authentic tribal artifacts.,South Ethiopia Regional State,Dimeka,,[],"[""dimeka"",""souvenirs"",""tribal-crafts""]","{""lat"":5.1744266,""lng"":36.5484885}",2026-07-27 22:07:25.776912+00,shopping
1a3d3411-dd15-4ebd-87ad-be817055defb,Debre Markos Urban Hub,Historic regional capital city of East Gojjam.,Amhara,Debre Markos,,[],"[""debre-markos"",""urban-hub"",""gojjam""]","{""lat"":10.3376947,""lng"":37.7304366}",2026-07-27 22:07:25.776912+00,urban
1a3def45-0960-4282-bebd-627a7cb980c4,Argobba Ancient Settlements,Historic Muslim trade route settlement connecting the coast to Shewa.,Afar,,,[],"[""aliyu-amba"",""argobba"",""trade-route""]","{""lat"":9.5,""lng"":39.95}",2026-07-27 22:07:25.776912+00,ancestry
1a5b3dff-4d10-4581-8c58-b2c5f9aec1f4,Mount Kundudo Feral Horse Sanctuary,Plateau refuge home to East Africa only feral horse herd.,,,,[],"[""feral-horses"",""kundudo"",""harar""]",,2026-07-27 22:07:25.776912+00,wildlife
1a96e60a-57ff-432a-8daf-6e94fe955bc4,Gore Historic Urban Center,Historic former trading capital known for colonial-era foreign consulates.,Oromia,Gore,,[],"[""gore"",""historic-town"",""illubabor""]","{""lat"":8.1525979,""lng"":35.5371154}",2026-07-27 22:07:25.776912+00,urban
1b0cc407-865c-4661-94dd-c1fcd6c13494,Ankober St. George Church,Historic royal church situated along the Ankober escarpment.,Amhara,Ankober,,[],"[""st-george"",""ankober"",""historic""]","{""lat"":9.5911547,""lng"":39.7338213}",2026-07-27 22:07:25.776912+00,religious
1b0dae3c-22ba-4e5d-ba89-22160801cca4,Konso Soil Erosion & Cultural Preservation Sites,Community programs preserving traditional stone terracing and wooden waga artifacts.,South Ethiopia Regional State,,,[],"[""konso"",""cultural-preservation"",""erosion-control""]","{""lat"":5.25,""lng"":37.5}",2026-07-27 22:07:25.776912+00,voluntourism
1bd34702-eb28-425c-b0e5-4fadf009287a,Metahara Sugar Cane Estate,Massive irrigated sugar plantation in the Awash river basin.,Oromia,Metehara,,[],"[""metahara"",""sugar-cane"",""estate""]","{""lat"":8.8975378,""lng"":39.917039}",2026-07-27 22:07:25.776912+00,agritourism
1bf2d847-791f-4a70-be57-01108f2f4871,Hayat Hospital Specialized Center,Established private specialized medical center.,Addis Ababa,Bole,,[],"[""hospital"",""hayat"",""addis""]","{""lat"":8.9944093,""lng"":38.7953528}",2026-07-27 22:07:25.776912+00,medical
1c3acc4f-bf27-4343-953d-1d0001863ed7,Dorze Elephant-Shaped Bamboo Huts,Towering 12-meter high woven bamboo homes set in highland gardens.,South Ethiopia Regional State,Dorze,,[],"[""dorze"",""bamboo-huts"",""architectural-photography""]","{""lat"":6.1948568,""lng"":37.5743447}",2026-07-27 22:07:25.776912+00,photography
1c4be61c-293b-40b7-90c5-85d159009ee5,Dinsho Campsite Grounds,Budget-friendly national park campsite surrounded by wildlife.,Oromia,Dinsho,,[],"[""dinsho"",""campsite"",""bale-mountains""]","{""lat"":7.108213,""lng"":39.780153}",2026-07-27 22:07:25.776912+00,budget
1c917664-8092-4e3f-ba11-abce35e97266,Lalibela Church Preservation & Masonry Museum,Educational museum documenting medieval stone carving and preservation techniques.,Amhara,Lalibela,,[],"[""lalibela-museum"",""masonry"",""church-preservation""]","{""lat"":12.0360639,""lng"":39.0456845}",2026-07-27 22:07:25.776912+00,educational
1cf5758b-28cb-430a-b66a-8d238d4d8bb5,Awash Thermal Hot Springs,Naturally occurring hot mineral springs inside Awash National Park.,,,,[],"[""hot-springs"",""awash"",""thermal""]",,2026-07-27 22:07:25.776912+00,medical
1d8c6efd-f46e-47dd-beaa-68f0ecb56f51,Wondo Genet Medicinal Hot Springs,Famous thermal mineral waters nestled in forested hills.,Sidama,Wondo Genet,,[],"[""wondo-genet"",""hot-springs"",""sidama""]","{""lat"":7.0854757,""lng"":38.6141113}",2026-07-27 22:07:25.776912+00,medical
1d914cd7-3a4f-4b25-ac05-35aae3470100,Menz Highland Sheep Meat Roasting Centers,Highland eateries specialized in succulent mountain mutton roasts.,,,,[],"[""menz"",""sheep-roast"",""highland-mutton""]",,2026-07-27 22:07:25.776912+00,culinary
1dcd5529-5ebf-47e1-b6f2-cb400f078caf,Arba Minch Local Farmer Co-ops Volunteer Sites,Agricultural volunteer placements supporting sustainable farming practices.,South Ethiopia Regional State,Arba Minch,,[],"[""arba-minch"",""farmer-coop"",""agriculture""]","{""lat"":6.0215142,""lng"":37.5539809}",2026-07-27 22:07:25.776912+00,voluntourism
1e0f8cff-e37b-4576-bfe4-7504166dd876,Jijiga Convention & Cultural Center,Main conference and cultural gathering venue in Jijiga.,Somali,Jijiga,,[],"[""jijiga"",""convention"",""somali-region""]","{""lat"":9.3675475,""lng"":42.793438}",2026-07-27 22:07:25.776912+00,business
